"plate","well_position","sample","sample_old","field_collection_month","site","filter_half","target","Cq","quantity","positive","dCq"
"P20190530_HH_FebMarch2019FC","H5","201902_MS_3a","20190228_MS_3a",Feb 2019,"Middle Shoals","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","H6","201902_MS_3a","20190228_MS_3a",Feb 2019,"Middle Shoals","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","H7","201902_MS_4a","20190228_MS_4a",Feb 2019,"Middle Shoals","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","H8","201902_MS_4a","20190228_MS_4a",Feb 2019,"Middle Shoals","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","H9","201902_MS_5a","20190228_MS_5a",Feb 2019,"Middle Shoals","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","H10","201902_MS_5a","20190228_MS_5a",Feb 2019,"Middle Shoals","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","H11","201902_MS_6a","20190228_MS_6a",Feb 2019,"Middle Shoals","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","H12","201902_MS_6a","20190228_MS_6a",Feb 2019,"Middle Shoals","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","H13","201902_MS_7a","20190228_MS_7a",Feb 2019,"Middle Shoals","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","H14","201902_MS_7a","20190228_MS_7a",Feb 2019,"Middle Shoals","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","H15","201902_MS_8a","20190228_MS_8a",Feb 2019,"Middle Shoals","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","H16","201902_MS_8a","20190228_MS_8a",Feb 2019,"Middle Shoals","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","H17","201902_MS_9a","20190228_MS_9a",Feb 2019,"Middle Shoals","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","H18","201902_MS_9a","20190228_MS_9a",Feb 2019,"Middle Shoals","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","H19","201902_MS_10a","20190228_MS_10a",Feb 2019,"Middle Shoals","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","H20","201902_MS_10a","20190228_MS_10a",Feb 2019,"Middle Shoals","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","H21","201902_MS_ECa","20190228_MS_ECa",Feb 2019,"Middle Shoals","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","H22","201902_MS_ECa","20190228_MS_ECa",Feb 2019,"Middle Shoals","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","H23","201902_MS_EBa","20190228_MS_EBa",Feb 2019,"Middle Shoals","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","H24","201902_MS_EBa","20190228_MS_EBa",Feb 2019,"Middle Shoals","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","I1","201902_MS_1a","20190228_MS_1a",Feb 2019,"Middle Shoals","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","I2","201902_MS_1a","20190228_MS_1a",Feb 2019,"Middle Shoals","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","I3","201902_MS_2a","20190228_MS_2a",Feb 2019,"Middle Shoals","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","I4","201902_MS_2a","20190228_MS_2a",Feb 2019,"Middle Shoals","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","I5","201902_MS_3a","20190228_MS_3a",Feb 2019,"Middle Shoals","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","I6","201902_MS_3a","20190228_MS_3a",Feb 2019,"Middle Shoals","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","I7","201902_MS_4a","20190228_MS_4a",Feb 2019,"Middle Shoals","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","I8","201902_MS_4a","20190228_MS_4a",Feb 2019,"Middle Shoals","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","I9","201902_MS_5a","20190228_MS_5a",Feb 2019,"Middle Shoals","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","I10","201902_MS_5a","20190228_MS_5a",Feb 2019,"Middle Shoals","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","I11","201902_MS_6a","20190228_MS_6a",Feb 2019,"Middle Shoals","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","I12","201902_MS_6a","20190228_MS_6a",Feb 2019,"Middle Shoals","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","I13","201902_MS_7a","20190228_MS_7a",Feb 2019,"Middle Shoals","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","I14","201902_MS_7a","20190228_MS_7a",Feb 2019,"Middle Shoals","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","I15","201902_MS_8a","20190228_MS_8a",Feb 2019,"Middle Shoals","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","I16","201902_MS_8a","20190228_MS_8a",Feb 2019,"Middle Shoals","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","I17","201902_MS_9a","20190228_MS_9a",Feb 2019,"Middle Shoals","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","I18","201902_MS_9a","20190228_MS_9a",Feb 2019,"Middle Shoals","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","I19","201902_MS_10a","20190228_MS_10a",Feb 2019,"Middle Shoals","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","I20","201902_MS_10a","20190228_MS_10a",Feb 2019,"Middle Shoals","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","I21","201902_MS_ECa","20190228_MS_ECa",Feb 2019,"Middle Shoals","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","I22","201902_MS_ECa","20190228_MS_ECa",Feb 2019,"Middle Shoals","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","I23","201902_MS_EBa","20190228_MS_EBa",Feb 2019,"Middle Shoals","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","I24","201902_MS_EBa","20190228_MS_EBa",Feb 2019,"Middle Shoals","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","J1","201902_OP_1a","20190228_OP_1a",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","J2","201902_OP_1a","20190228_OP_1a",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","J3","201902_OP_2a","20190228_OP_2a",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","J4","201902_OP_2a","20190228_OP_2a",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","J5","201902_OP_3a","20190228_OP_3a",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","J6","201902_OP_3a","20190228_OP_3a",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","J7","201902_OP_4a","20190228_OP_4a",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","J8","201902_OP_4a","20190228_OP_4a",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","J9","201902_OP_5a","20190228_OP_5a",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","J10","201902_OP_5a","20190228_OP_5a",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","J11","201902_OP_6a","20190228_OP_6a",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","J12","201902_OP_6a","20190228_OP_6a",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","J13","201902_OP_7a","20190228_OP_7a",Feb 2019,"Orote Point","a","Slew12S_FR3",42.9124103731097,NA,1,NA
"P20190530_HH_FebMarch2019FC","J14","201902_OP_7a","20190228_OP_7a",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","J15","201902_OP_8a","20190228_OP_8a",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","J16","201902_OP_8a","20190228_OP_8a",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","J17","201902_OP_9a","20190228_OP_9a",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","J18","201902_OP_9a","20190228_OP_9a",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","J19","201902_OP_10a","20190228_OP_10a",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","J20","201902_OP_10a","20190228_OP_10a",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","J21","201902_OP_ECa","20190228_OP_ECa",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","J22","201902_OP_ECa","20190228_OP_ECa",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","J23","201902_OP_EBa","20190228_OP_EBa",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","J24","201902_OP_EBa","20190228_OP_EBa",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","K1","201902_OP_1a","20190228_OP_1a",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","K2","201902_OP_1a","20190228_OP_1a",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","K3","201902_OP_2a","20190228_OP_2a",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","K4","201902_OP_2a","20190228_OP_2a",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","K5","201902_OP_3a","20190228_OP_3a",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","K6","201902_OP_3a","20190228_OP_3a",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","K7","201902_OP_4a","20190228_OP_4a",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","K8","201902_OP_4a","20190228_OP_4a",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","K9","201902_OP_5a","20190228_OP_5a",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","K10","201902_OP_5a","20190228_OP_5a",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","K11","201902_OP_6a","20190228_OP_6a",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","K12","201902_OP_6a","20190228_OP_6a",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","K13","201902_OP_7a","20190228_OP_7a",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","K14","201902_OP_7a","20190228_OP_7a",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","K15","201902_OP_8a","20190228_OP_8a",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","K16","201902_OP_8a","20190228_OP_8a",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","K17","201902_OP_9a","20190228_OP_9a",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","K18","201902_OP_9a","20190228_OP_9a",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","K19","201902_OP_10a","20190228_OP_10a",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","K20","201902_OP_10a","20190228_OP_10a",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","K21","201902_OP_ECa","20190228_OP_ECa",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","K22","201902_OP_ECa","20190228_OP_ECa",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","K23","201902_OP_EBa","20190228_OP_EBa",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","K24","201902_OP_EBa","20190228_OP_EBa",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","L1","201902_OP_1a","20190228_OP_1a",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","L2","201902_OP_1a","20190228_OP_1a",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","L3","201902_OP_2a","20190228_OP_2a",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","L4","201902_OP_2a","20190228_OP_2a",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","L5","201902_OP_3a","20190228_OP_3a",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","L6","201902_OP_3a","20190228_OP_3a",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","L7","201902_OP_4a","20190228_OP_4a",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","L8","201902_OP_4a","20190228_OP_4a",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","L9","201902_OP_5a","20190228_OP_5a",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","L10","201902_OP_5a","20190228_OP_5a",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","L11","201902_OP_6a","20190228_OP_6a",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","L12","201902_OP_6a","20190228_OP_6a",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","L13","201902_OP_7a","20190228_OP_7a",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","L14","201902_OP_7a","20190228_OP_7a",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","L15","201902_OP_8a","20190228_OP_8a",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","L16","201902_OP_8a","20190228_OP_8a",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","L17","201902_OP_9a","20190228_OP_9a",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","L18","201902_OP_9a","20190228_OP_9a",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","L19","201902_OP_10a","20190228_OP_10a",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","L20","201902_OP_10a","20190228_OP_10a",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","L21","201902_OP_ECa","20190228_OP_ECa",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","L22","201902_OP_ECa","20190228_OP_ECa",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","L23","201902_OP_EBa","20190228_OP_EBa",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","L24","201902_OP_EBa","20190228_OP_EBa",Feb 2019,"Orote Point","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","M1","201902_SB_1a","20190228_SB_1a",Feb 2019,"Sasa Bay","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","M2","201902_SB_1a","20190228_SB_1a",Feb 2019,"Sasa Bay","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","M3","201902_SB_2a","20190228_SB_2a",Feb 2019,"Sasa Bay","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","M4","201902_SB_2a","20190228_SB_2a",Feb 2019,"Sasa Bay","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","M5","201902_SB_3a","20190228_SB_3a",Feb 2019,"Sasa Bay","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","M6","201902_SB_3a","20190228_SB_3a",Feb 2019,"Sasa Bay","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","M7","201902_SB_4a","20190228_SB_4a",Feb 2019,"Sasa Bay","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","M8","201902_SB_4a","20190228_SB_4a",Feb 2019,"Sasa Bay","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","M9","201902_SB_5a","20190228_SB_5a",Feb 2019,"Sasa Bay","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","M10","201902_SB_5a","20190228_SB_5a",Feb 2019,"Sasa Bay","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","M11","201902_SB_6a","20190228_SB_6a",Feb 2019,"Sasa Bay","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","M12","201902_SB_6a","20190228_SB_6a",Feb 2019,"Sasa Bay","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","M13","201902_SB_7a","20190228_SB_7a",Feb 2019,"Sasa Bay","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","M14","201902_SB_7a","20190228_SB_7a",Feb 2019,"Sasa Bay","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","M15","201902_SB_8a","20190228_SB_8a",Feb 2019,"Sasa Bay","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","M16","201902_SB_8a","20190228_SB_8a",Feb 2019,"Sasa Bay","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","M17","201902_SB_9a","20190228_SB_9a",Feb 2019,"Sasa Bay","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","M18","201902_SB_9a","20190228_SB_9a",Feb 2019,"Sasa Bay","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","M19","201902_SB_10a","20190228_SB_10a",Feb 2019,"Sasa Bay","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","M20","201902_SB_10a","20190228_SB_10a",Feb 2019,"Sasa Bay","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","M21","201902_SB_ECa","20190228_SB_ECa",Feb 2019,"Sasa Bay","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","M22","201902_SB_ECa","20190228_SB_ECa",Feb 2019,"Sasa Bay","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","M23","201902_SB_EBa","20190228_SB_EBa",Feb 2019,"Sasa Bay","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","M24","201902_SB_EBa","20190228_SB_EBa",Feb 2019,"Sasa Bay","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","N1","201902_SB_1a","20190228_SB_1a",Feb 2019,"Sasa Bay","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","N2","201902_SB_1a","20190228_SB_1a",Feb 2019,"Sasa Bay","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","N3","201902_SB_2a","20190228_SB_2a",Feb 2019,"Sasa Bay","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","N4","201902_SB_2a","20190228_SB_2a",Feb 2019,"Sasa Bay","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","N5","201902_SB_3a","20190228_SB_3a",Feb 2019,"Sasa Bay","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","N6","201902_SB_3a","20190228_SB_3a",Feb 2019,"Sasa Bay","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","N7","201902_SB_4a","20190228_SB_4a",Feb 2019,"Sasa Bay","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","N8","201902_SB_4a","20190228_SB_4a",Feb 2019,"Sasa Bay","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","N9","201902_SB_5a","20190228_SB_5a",Feb 2019,"Sasa Bay","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","N10","201902_SB_5a","20190228_SB_5a",Feb 2019,"Sasa Bay","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","N11","201902_SB_6a","20190228_SB_6a",Feb 2019,"Sasa Bay","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","N12","201902_SB_6a","20190228_SB_6a",Feb 2019,"Sasa Bay","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","N13","201902_SB_7a","20190228_SB_7a",Feb 2019,"Sasa Bay","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","N14","201902_SB_7a","20190228_SB_7a",Feb 2019,"Sasa Bay","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","N15","201902_SB_8a","20190228_SB_8a",Feb 2019,"Sasa Bay","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","N16","201902_SB_8a","20190228_SB_8a",Feb 2019,"Sasa Bay","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","N17","201902_SB_9a","20190228_SB_9a",Feb 2019,"Sasa Bay","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","N18","201902_SB_9a","20190228_SB_9a",Feb 2019,"Sasa Bay","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","N19","201902_SB_10a","20190228_SB_10a",Feb 2019,"Sasa Bay","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","N20","201902_SB_10a","20190228_SB_10a",Feb 2019,"Sasa Bay","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","N21","201902_SB_ECa","20190228_SB_ECa",Feb 2019,"Sasa Bay","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","N22","201902_SB_ECa","20190228_SB_ECa",Feb 2019,"Sasa Bay","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","N23","201902_SB_EBa","20190228_SB_EBa",Feb 2019,"Sasa Bay","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","N24","201902_SB_EBa","20190228_SB_EBa",Feb 2019,"Sasa Bay","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","O1","201902_SB_1a","20190228_SB_1a",Feb 2019,"Sasa Bay","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","O2","201902_SB_1a","20190228_SB_1a",Feb 2019,"Sasa Bay","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","O3","201902_SB_2a","20190228_SB_2a",Feb 2019,"Sasa Bay","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","O4","201902_SB_2a","20190228_SB_2a",Feb 2019,"Sasa Bay","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","O5","201902_SB_3a","20190228_SB_3a",Feb 2019,"Sasa Bay","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","O6","201902_SB_3a","20190228_SB_3a",Feb 2019,"Sasa Bay","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","O7","201902_SB_4a","20190228_SB_4a",Feb 2019,"Sasa Bay","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","O8","201902_SB_4a","20190228_SB_4a",Feb 2019,"Sasa Bay","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","O9","201902_SB_5a","20190228_SB_5a",Feb 2019,"Sasa Bay","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","O10","201902_SB_5a","20190228_SB_5a",Feb 2019,"Sasa Bay","a","Slew12S_FR3",NA,NA,0,NA
"P20190530_HH_FebMarch2019FC","O11","201902_SB_6a","20190228_SB_6a",Feb 2019,"Sasa Bay","a","Slew12S_FR3",NA,NA,0,NA
