"site_name","date","sample_id","sample_no","sample_less","sample","concentration","date_extracted","field_collection_month","filtration_time","latitude","longitude","depth_ft","water_temp_f","flow","tide","collected_by"
"Orote Point",2020-02-24,"OP 10 5","5","OP_5a","202002_OP_5a",1.35,"26/3/20",Feb 2020,3,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Orote Point",2020-02-24,"OP 10 6","6","OP_6a","202002_OP_6a",1.79,"26/3/20",Feb 2020,4,13.4492167,144.6266333,150,80,"Slow","High","MM, MD, JP"
"Orote Point",2020-02-24,"OP 10 7","7","OP_7a","202002_OP_7a",1.07,"26/3/20",Feb 2020,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Orote Point",2020-02-24,"OP 10 8","8","OP_8a","202002_OP_8a",1.69,"26/3/20",Feb 2020,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Orote Point",2020-02-24,"OP 10 9","9","OP_9a","202002_OP_9a",1.01,"26/3/20",Feb 2020,3,13.44945,144.6262833,146,80,"Slow","High","MM, MD, JP"
"Orote Point",2020-02-24,"OP 10 10","10","OP_10a","202002_OP_10a",1.17,"26/3/20",Feb 2020,3,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Blue Hole",2020-05-15,"BH NA EB","EB","BH_EBa","202005_BH_EBa",0.1,"22/6/20",May 2020,NA,NA,NA,NA,NA,"","",""
"Blue Hole",2020-05-15,"BH 10 EC","EC","BH_ECa","202005_BH_ECa",0.06,"22/6/20",May 2020,0,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Blue Hole",2020-05-15,"BH 10 1","1","BH_1a","202005_BH_1a",4.16,"22/6/20",May 2020,4,13.4361,144.6263833,110,82.9,"Slow","High","MM, MD, JP"
"Blue Hole",2020-05-15,"BH 10 2","2","BH_2a","202005_BH_2a",3.23,"22/6/20",May 2020,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Blue Hole",2020-05-15,"BH 10 3","3","BH_3a","202005_BH_3a",3.97,"22/6/20",May 2020,17,13.4363167,144.6260333,76,82,"Slow","High","MM, MD, JP"
"Blue Hole",2020-05-15,"BH 10 4","4","BH_4a","202005_BH_4a",3.97,"22/6/20",May 2020,12,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Blue Hole",2020-05-15,"BH 10 5","5","BH_5a","202005_BH_5a",3.95,"22/6/20",May 2020,5,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Blue Hole",2020-05-15,"BH 10 6","6","BH_6a","202005_BH_6a",1.27,"22/6/20",May 2020,5,13.4374167,144.6244666,54,82.8,"Slow","High","MM, MD, JP"
"Blue Hole",2020-05-15,"BH 10 7","7","BH_7a","202005_BH_7a",2.57,"22/6/20",May 2020,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Blue Hole",2020-05-15,"BH 10 8","8","BH_8a","202005_BH_8a",1.59,"22/6/20",May 2020,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Blue Hole",2020-05-15,"BH 10 9","9","BH_9a","202005_BH_9a",2.57,"22/6/20",May 2020,4,13.4406167,144.6207333,66,82.8,"Slow","High","MM, MD, JP"
"Blue Hole",2020-05-15,"BH 10 10","10","BH_10a","202005_BH_10a",1.94,"22/6/20",May 2020,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Orote Point",2020-05-15,"OP NA EB","EB","OP_EBa","202005_OP_EBa",0.07,"22/6/20",May 2020,NA,NA,NA,NA,NA,"","",""
"Orote Point",2020-05-15,"OP 10 EC","EC","OP_ECa","202005_OP_ECa",0.11,"22/6/20",May 2020,1,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Orote Point",2020-05-15,"OP 10 1","1","OP_1a","202005_OP_1a",2.03,"22/6/20",May 2020,3,13.4499667,144.6239666,40,83,"Slow","High","MM, MD, JP"
"Orote Point",2020-05-15,"OP 10 2","2","OP_2a","202005_OP_2a",2.52,"22/6/20",May 2020,3,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Orote Point",2020-05-15,"OP 10 3","3","OP_3a","202005_OP_3a",3.62,"22/6/20",May 2020,5,13.4501333,144.6237333,60,83,"Slow","High","MM, MD, JP"
"Orote Point",2020-05-15,"OP 10 4","4","OP_4a","202005_OP_4a",2.91,"22/6/20",May 2020,11,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Orote Point",2020-05-15,"OP 10 5","5","OP_5a","202005_OP_5a",4.86,"22/6/20",May 2020,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Orote Point",2020-05-15,"OP 10 6","6","OP_6a","202005_OP_6a",4.14,"22/6/20",May 2020,4,13.4503167,144.6232833,88,83,"Slow","High","MM, MD, JP"
"Orote Point",2020-05-15,"OP 10 7","7","OP_7a","202005_OP_7a",2.6,"22/6/20",May 2020,10,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Orote Point",2020-05-15,"OP 10 8","8","OP_8a","202005_OP_8a",4.38,"22/6/20",May 2020,5,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Orote Point",2020-05-15,"OP 10 9","9","OP_9a","202005_OP_9a",3.64,"22/6/20",May 2020,4,13.4504667,144.62335,104,83,"Slow","High","MM, MD, JP"
"Orote Point",2020-05-15,"OP 10 10","10","OP_10a","202005_OP_10a",3.29,"22/6/20",May 2020,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Sasa Bay",2020-05-29,"SB 10 EB","EB","SB_EBa","202005_SB_EBa",0.04,"27/7/20",May 2020,NA,NA,NA,NA,NA,"","",""
"Sasa Bay",2020-05-29,"SB 10 EC","EC","SB_ECa","202005_SB_ECa",0,"27/7/20",May 2020,0,NA,NA,NA,NA,"Slow","Low","MM, MD, JP"
"Sasa Bay",2020-05-29,"SB 10 1","1","SB_1a","202005_SB_1a",15.83,"27/7/20",May 2020,6,13.4495667,144.6741167,39,83,"Slow","Low","MM, MD, JP"
"Sasa Bay",2020-05-29,"SB 10 2","2","SB_2a","202005_SB_2a",15.32,"27/7/20",May 2020,4,NA,NA,NA,NA,"Slow","Low","MM, MD, JP"
"Sasa Bay",2020-05-29,"SB 10 3","3","SB_3a","202005_SB_3a",14.11,"27/7/20",May 2020,5,13.4493833,144.6740833,39,83,"Slow","Low","MM, MD, JP"
"Sasa Bay",2020-05-29,"SB 10 4","4","SB_4a","202005_SB_4a",13.21,"27/7/20",May 2020,4,NA,NA,NA,NA,"Slow","Low","MM, MD, JP"
"Sasa Bay",2020-05-29,"SB 10 5","5","SB_5a","202005_SB_5a",10.71,"27/7/20",May 2020,6,NA,NA,NA,NA,"Slow","Low","MM, MD, JP"
"Sasa Bay",2020-05-29,"SB 10 6","6","SB_6a","202005_SB_6a",11.56,"27/7/20",May 2020,3,13.44925,144.6741,39,83,"Slow","Low","MM, MD, JP"
"Sasa Bay",2020-05-29,"SB 10 7","7","SB_7a","202005_SB_7a",16.8,"27/7/20",May 2020,6,NA,NA,NA,NA,"Slow","Low","MM, MD, JP"
"Sasa Bay",2020-05-29,"SB 10 8","8","SB_8a","202005_SB_8a",14.8,"27/7/20",May 2020,4,NA,NA,NA,NA,"Slow","Low","MM, MD, JP"
"Sasa Bay",2020-05-29,"SB 10 9","9","SB_9a","202005_SB_9a",10.3,"27/7/20",May 2020,5,13.4491667,144.674,37,83,"Slow","Low","MM, MD, JP"
"Sasa Bay",2020-05-29,"SB 10 10","10","SB_10a","202005_SB_10a",11.97,"27/7/20",May 2020,4,NA,NA,NA,NA,"Slow","Low","MM, MD, JP"
"Middle Shoals",2020-05-29,"MS NA EB","EB","MS_EBa","202005_MS_EBa",0.05,"27/7/20",May 2020,NA,NA,NA,NA,NA,"","",""
"Middle Shoals",2020-05-29,"MS 10 EC","EC","MS_ECa","202005_MS_ECa",0.05,"27/7/20",May 2020,0,NA,NA,NA,NA,"Slow","Low","MM, MD, JP"
"Middle Shoals",2020-05-29,"MS 10 1","1","MS_1a","202005_MS_1a",6.94,"27/7/20",May 2020,6,13.4492333,144.6572333,61,84,"Slow","Low","MM, MD, JP"
"Middle Shoals",2020-05-29,"MS 10 2","2","MS_2a","202005_MS_2a",4.19,"27/7/20",May 2020,5,NA,NA,NA,NA,"Slow","Low","MM, MD, JP"
"Middle Shoals",2020-05-29,"MS 10 3","3","MS_3a","202005_MS_3a",4.49,"27/7/20",May 2020,6,13.44925,144.65735,41,84,"Slow","Low","MM, MD, JP"
"Middle Shoals",2020-05-29,"MS 10 4","4","MS_4a","202005_MS_4a",9.29,"27/7/20",May 2020,4,NA,NA,NA,NA,"Slow","Low","MM, MD, JP"
"Middle Shoals",2020-05-29,"MS 10 5","5","MS_5a","202005_MS_5a",5.59,"27/7/20",May 2020,5,NA,NA,NA,NA,"Slow","Low","MM, MD, JP"
"Middle Shoals",2020-05-29,"MS 10 6","6","MS_6a","202005_MS_6a",5.31,"27/7/20",May 2020,5,13.4492,144.6570666,88,84,"Slow","Low","MM, MD, JP"
"Middle Shoals",2020-05-29,"MS 10 7","7","MS_7a","202005_MS_7a",4.34,"27/7/20",May 2020,4,NA,NA,NA,NA,"Slow","Low","MM, MD, JP"
"Middle Shoals",2020-05-29,"MS 10 8","8","MS_8a","202005_MS_8a",4.09,"27/7/20",May 2020,4,NA,NA,NA,NA,"Slow","Low","MM, MD, JP"
"Middle Shoals",2020-05-29,"MS 10 9","9","MS_9a","202005_MS_9a",6.38,"27/7/20",May 2020,5,13.4491,144.6570167,96,84,"Slow","Low","MM, MD, JP"
"Middle Shoals",2020-05-29,"MS 10 10","10","MS_10a","202005_MS_10a",7.15,"27/7/20",May 2020,4,NA,NA,NA,NA,"Slow","Low","MM, MD, JP"
"Inner Harbor",2020-05-27,"IH NA EB","EB","IH_EBa","202005_IH_EBa",0.15,"27/7/20",May 2020,NA,NA,NA,NA,NA,"","",""
"Inner Harbor",2020-05-27,"IH 10 EC","EC","IH_ECa","202005_IH_ECa",0.02,"27/7/20",May 2020,0,NA,NA,NA,NA,"Slow","Low","MM, MD, JP"
"Inner Harbor",2020-05-27,"IH 10 1","1","IH_1a","202005_IH_1a",19.86,"27/7/20",May 2020,4,13.4325833,144.6743167,30,84.9,"Slow","Low","MM, MD, JP"
"Inner Harbor",2020-05-27,"IH 10 2","2","IH_2a","202005_IH_2a",17.38,"27/7/20",May 2020,4,NA,NA,NA,NA,"Slow","Low","MM, MD, JP"
"Inner Harbor",2020-05-27,"IH 10 3","3","IH_3a","202005_IH_3a",12.8,"27/7/20",May 2020,13,13.4321333,144.6739667,30,84.9,"Slow","Low","MM, MD, JP"
"Inner Harbor",2020-05-27,"IH 10 4","4","IH_4a","202005_IH_4a",15.74,"27/7/20",May 2020,5,NA,NA,NA,NA,"Slow","Low","MM, MD, JP"
"Inner Harbor",2020-05-27,"IH 10 5","5","IH_5a","202005_IH_5a",9.7,"27/7/20",May 2020,3,NA,NA,NA,NA,"Slow","Low","MM, MD, JP"
"Inner Harbor",2020-05-27,"IH 10 6","6","IH_6a","202005_IH_6a",11.05,"27/7/20",May 2020,5,13.4330833,144.6732167,32,84.8,"Slow","Low","MM, MD, JP"
"Inner Harbor",2020-05-27,"IH 10 7","7","IH_7a","202005_IH_7a",10.62,"27/7/20",May 2020,4,NA,NA,NA,NA,"Slow","Low","MM, MD, JP"
"Inner Harbor",2020-05-27,"IH 10 8","8","IH_8a","202005_IH_8a",19.55,"27/7/20",May 2020,5,NA,NA,NA,NA,"Slow","Low","MM, MD, JP"
"Inner Harbor",2020-05-27,"IH 10 9","9","IH_9a","202005_IH_9a",16.41,"27/7/20",May 2020,4,13.43385,144.67235,34,84.8,"Slow","Low","MM, MD, JP"
"Inner Harbor",2020-05-27,"IH 10 10","10","IH_10a","202005_IH_10a",21.83,"27/7/20",May 2020,3,NA,NA,NA,NA,"Slow","Low","MM, MD, JP"
"Blue Hole",2020-05-29,"BH NA EB","EB","BH_EBa","202005_BH_EBa",0.07,"27/7/20",May 2020,NA,NA,NA,NA,NA,"","",""
"Blue Hole",2020-05-29,"BH 10 EC","EC","BH_ECa","202005_BH_ECa",0.01,"27/7/20",May 2020,0,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Blue Hole",2020-05-29,"BH 10 1","1","BH_1a","202005_BH_1a",1.25,"27/7/20",May 2020,6,13.4360667,144.6264,121,84,"Slow","High","MM, MD, JP"
"Blue Hole",2020-05-29,"BH 10 2","2","BH_2a","202005_BH_2a",1.21,"27/7/20",May 2020,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Blue Hole",2020-05-29,"BH 10 3","3","BH_3a","202005_BH_3a",0.95,"27/7/20",May 2020,5,13.4359167,144.6263333,311,84,"Slow","High","MM, MD, JP"
"Blue Hole",2020-05-29,"BH 10 4","4","BH_4a","202005_BH_4a",1.23,"27/7/20",May 2020,5,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Blue Hole",2020-05-29,"BH 10 5","5","BH_5a","202005_BH_5a",0.94,"27/7/20",May 2020,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Blue Hole",2020-05-29,"BH 10 6","6","BH_6a","202005_BH_6a",0.91,"27/7/20",May 2020,4,13.4362167,144.6258,119,84,"Slow","High","MM, MD, JP"
"Blue Hole",2020-05-29,"BH 10 7","7","BH_7a","202005_BH_7a",0.88,"27/7/20",May 2020,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Blue Hole",2020-05-29,"BH 10 8","8","BH_8a","202005_BH_8a",1.6,"27/7/20",May 2020,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Blue Hole",2020-05-29,"BH 10 9","9","BH_9a","202005_BH_9a",1.04,"27/7/20",May 2020,4,13.4364833,144.6253167,70,84,"Slow","High","MM, MD, JP"
"Blue Hole",2020-05-29,"BH 10 10","10","BH_10a","202005_BH_10a",1.22,"27/7/20",May 2020,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Orote Point",2020-05-29,"OP NA EB","EB","OP_EBa","202005_OP_EBa",0.07,"27/7/20",May 2020,NA,NA,NA,NA,NA,"","",""
"Orote Point",2020-05-29,"OP 10 EC","EC","OP_ECa","202005_OP_ECa",0.03,"27/7/20",May 2020,1,NA,NA,NA,NA,"Moderate","Low","MM, MD, JP"
"Orote Point",2020-05-29,"OP 10 1","1","OP_1a","202005_OP_1a",1.25,"27/7/20",May 2020,6,13.4484167,144.6269333,107,83,"Moderate","Low","MM, MD, JP"
"Orote Point",2020-05-29,"OP 10 2","2","OP_2a","202005_OP_2a",2.69,"27/7/20",May 2020,4,NA,NA,NA,NA,"Moderate","Low","MM, MD, JP"
"Orote Point",2020-05-29,"OP 10 3","3","OP_3a","202005_OP_3a",2.02,"27/7/20",May 2020,5,13.4484667,144.6267167,102,83,"Moderate","Low","MM, MD, JP"
"Orote Point",2020-05-29,"OP 10 4","4","OP_4a","202005_OP_4a",1.66,"27/7/20",May 2020,4,NA,NA,NA,NA,"Moderate","Low","MM, MD, JP"
"Orote Point",2020-05-29,"OP 10 5","5","OP_5a","202005_OP_5a",2.89,"27/7/20",May 2020,5,NA,NA,NA,NA,"Moderate","Low","MM, MD, JP"
"Orote Point",2020-05-29,"OP 10 6","6","OP_6a","202005_OP_6a",2.38,"27/7/20",May 2020,3,13.4485833,144.62645,92,83,"Moderate","Low","MM, MD, JP"
"Orote Point",2020-05-29,"OP 10 7","7","OP_7a","202005_OP_7a",3.13,"27/7/20",May 2020,5,NA,NA,NA,NA,"Moderate","Low","MM, MD, JP"
"Orote Point",2020-05-29,"OP 10 8","8","OP_8a","202005_OP_8a",1.76,"27/7/20",May 2020,4,NA,NA,NA,NA,"Moderate","Low","MM, MD, JP"
"Orote Point",2020-05-29,"OP 10 9","9","OP_9a","202005_OP_9a",1.66,"27/7/20",May 2020,5,13.44845,144.6267167,98,83,"Moderate","Low","MM, MD, JP"
"Orote Point",2020-05-29,"OP 10 10","10","OP_10a","202005_OP_10a",2.11,"27/7/20",May 2020,4,NA,NA,NA,NA,"Moderate","Low","MM, MD, JP"
"Sasa Bay",2020-06-19,"SB NA EB","EB","SB_EBa","202006_SB_EBa",0.08,"17/8/20",Jun 2020,NA,NA,NA,NA,NA,"","",""
"Sasa Bay",2020-06-19,"SB 10 EC","EC","SB_ECa","202006_SB_ECa",0.05,"17/8/20",Jun 2020,0,NA,NA,NA,NA,"Slow","Low","MM, MD, JP"
"Sasa Bay",2020-06-19,"SB 10 1","1","SB_1a","202006_SB_1a",14.5,"17/8/20",Jun 2020,4,13.4498833,144.6742,37,84.7,"Slow","Low","MM, MD, JP"
"Sasa Bay",2020-06-19,"SB 10 2","2","SB_2a","202006_SB_2a",25.49,"17/8/20",Jun 2020,5,NA,NA,NA,NA,"Slow","Low","MM, MD, JP"
"Sasa Bay",2020-06-19,"SB 10 3","3","SB_3a","202006_SB_3a",23.6,"17/8/20",Jun 2020,5,13.4499167,144.6742,39,84.8,"Slow","Low","MM, MD, JP"
"Sasa Bay",2020-06-19,"SB 10 4","4","SB_4a","202006_SB_4a",13.16,"17/8/20",Jun 2020,4,NA,NA,NA,NA,"Slow","Low","MM, MD, JP"
"Sasa Bay",2020-06-19,"SB 10 5","5","SB_5a","202006_SB_5a",15.62,"17/8/20",Jun 2020,5,NA,NA,NA,NA,"Slow","Low","MM, MD, JP"
"Sasa Bay",2020-06-19,"SB 10 6","6","SB_6a","202006_SB_6a",17.29,"17/8/20",Jun 2020,4,13.4491167,144.6744833,36,84.8,"Slow","Low","MM, MD, JP"
"Sasa Bay",2020-06-19,"SB 10 7","7","SB_7a","202006_SB_7a",12.05,"17/8/20",Jun 2020,4,NA,NA,NA,NA,"Slow","Low","MM, MD, JP"
"Sasa Bay",2020-06-19,"SB 10 8","8","SB_8a","202006_SB_8a",8.55,"17/8/20",Jun 2020,4,NA,NA,NA,NA,"Slow","Low","MM, MD, JP"
"Sasa Bay",2020-06-19,"SB 10 9","9","SB_9a","202006_SB_9a",14.79,"17/8/20",Jun 2020,5,13.44925,144.6743,26.8,84.8,"Slow","Low","MM, MD, JP"
"Sasa Bay",2020-06-19,"SB 10 10","10","SB_10a","202006_SB_10a",16.75,"17/8/20",Jun 2020,4,NA,NA,NA,NA,"Slow","Low","MM, MD, JP"
"Middle Shoals",2020-06-19,"MS NA EB","EB","MS_EBa","202006_MS_EBa",0.08,"17/8/20",Jun 2020,NA,NA,NA,NA,NA,"","",""
"Middle Shoals",2020-06-19,"MS 10 EC","EC","MS_ECa","202006_MS_ECa",0.04,"17/8/20",Jun 2020,0,NA,NA,NA,NA,"Slow","Low","MM, MD, JP"
"Middle Shoals",2020-06-19,"MS 10 1","1","MS_1a","202006_MS_1a",6.16,"17/8/20",Jun 2020,4,13.44965,144.6571667,55,84.8,"Slow","Low","MM, MD, JP"
"Middle Shoals",2020-06-19,"MS 10 2","2","MS_2a","202006_MS_2a",4.21,"17/8/20",Jun 2020,4,NA,NA,NA,NA,"Slow","Low","MM, MD, JP"
"Middle Shoals",2020-06-19,"MS 10 3","3","MS_3a","202006_MS_3a",4.75,"17/8/20",Jun 2020,5,13.4496833,144.6571667,45,84.8,"Slow","Low","MM, MD, JP"
"Middle Shoals",2020-06-19,"MS 10 4","4","MS_4a","202006_MS_4a",9.29,"17/8/20",Jun 2020,4,NA,NA,NA,NA,"Slow","Low","MM, MD, JP"
"Middle Shoals",2020-06-19,"MS 10 5","5","MS_5a","202006_MS_5a",5.59,"17/8/20",Jun 2020,5,NA,NA,NA,NA,"Slow","Low","MM, MD, JP"
"Middle Shoals",2020-06-19,"MS 10 6","6","MS_6a","202006_MS_6a",4.43,"17/8/20",Jun 2020,4,13.4497,144.6571666,87,84.8,"Slow","Low","MM, MD, JP"
"Middle Shoals",2020-06-19,"MS 10 7","7","MS_7a","202006_MS_7a",5.03,"17/8/20",Jun 2020,4,NA,NA,NA,NA,"Slow","Low","MM, MD, JP"
"Middle Shoals",2020-06-19,"MS 10 8","8","MS_8a","202006_MS_8a",3.61,"17/8/20",Jun 2020,4,NA,NA,NA,NA,"Slow","Low","MM, MD, JP"
"Middle Shoals",2020-06-19,"MS 10 9","9","MS_9a","202006_MS_9a",3.17,"17/8/20",Jun 2020,4,13.4495,144.6569833,90,84.9,"Slow","Low","MM, MD, JP"
"Middle Shoals",2020-06-19,"MS 10 10","10","MS_10a","202006_MS_10a",2.85,"17/8/20",Jun 2020,4,NA,NA,NA,NA,"Slow","Low","MM, MD, JP"
"Inner Harbor",2020-06-17,"IH NA EB","EB","IH_EBa","202006_IH_EBa",0.08,"17/8/20",Jun 2020,NA,NA,NA,NA,NA,"","",""
"Inner Harbor",2020-06-17,"IH 10 EC","EC","IH_ECa","202006_IH_ECa",0.05,"17/8/20",Jun 2020,0,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Inner Harbor",2020-06-17,"IH 10 1","1","IH_1a","202006_IH_1a",13.02,"17/8/20",Jun 2020,3,13.4315333,144.6744167,28.1,84.9,"Slow","High","MM, MD, JP"
"Inner Harbor",2020-06-17,"IH 10 2","2","IH_2a","202006_IH_2a",19.68,"17/8/20",Jun 2020,11,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Inner Harbor",2020-06-17,"IH 10 3","3","IH_3a","202006_IH_3a",36.71,"17/8/20",Jun 2020,5,13.4315667,144.6744,28.2,84.9,"Slow","High","MM, MD, JP"
"Inner Harbor",2020-06-17,"IH 10 4","4","IH_4a","202006_IH_4a",26.12,"17/8/20",Jun 2020,5,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Inner Harbor",2020-06-17,"IH 10 5","5","IH_5a","202006_IH_5a",26.74,"17/8/20",Jun 2020,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Inner Harbor",2020-06-17,"IH 10 6","6","IH_6a","202006_IH_6a",19.29,"17/8/20",Jun 2020,4,13.4314,144.6744,27.4,84.9,"Slow","High","MM, MD, JP"
"Inner Harbor",2020-06-17,"IH 10 7","7","IH_7a","202006_IH_7a",14.66,"17/8/20",Jun 2020,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Inner Harbor",2020-06-17,"IH 10 8","8","IH_8a","202006_IH_8a",29.66,"17/8/20",Jun 2020,3,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Inner Harbor",2020-06-17,"IH 10 9","9","IH_9a","202006_IH_9a",15.73,"17/8/20",Jun 2020,4,13.4315167,144.6742333,28.2,84.8,"Slow","High","MM, MD, JP"
"Inner Harbor",2020-06-17,"IH 10 10","10","IH_10a","202006_IH_10a",28.79,"17/8/20",Jun 2020,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Blue Hole",2020-06-19,"BH NA EB","EB","BH_EBa","202006_BH_EBa",0.03,"17/8/20",Jun 2020,NA,NA,NA,NA,NA,"","",""
"Blue Hole",2020-06-19,"BH 10 EC","EC","BH_ECa","202006_BH_ECa",0.05,"17/8/20",Jun 2020,1,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Blue Hole",2020-06-19,"BH 10 1","1","BH_1a","202006_BH_1a",1.29,"17/8/20",Jun 2020,4,13.4356833,144.6262667,371,84.2,"Slow","High","MM, MD, JP"
"Blue Hole",2020-06-19,"BH 10 2","2","BH_2a","202006_BH_2a",1.89,"17/8/20",Jun 2020,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Blue Hole",2020-06-19,"BH 10 3","3","BH_3a","202006_BH_3a",1.56,"17/8/20",Jun 2020,5,13.4359667,144.6259667,318,84.2,"Slow","High","MM, MD, JP"
"Blue Hole",2020-06-19,"BH 10 4","4","BH_4a","202006_BH_4a",0.89,"17/8/20",Jun 2020,5,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Blue Hole",2020-06-19,"BH 10 5","5","BH_5a","202006_BH_5a",1.85,"17/8/20",Jun 2020,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Blue Hole",2020-06-19,"BH 10 6","6","BH_6a","202006_BH_6a",2.62,"17/8/20",Jun 2020,4,13.43645,144.6253,72,84.2,"Slow","High","MM, MD, JP"
"Blue Hole",2020-06-19,"BH 10 7","7","BH_7a","202006_BH_7a",1.31,"17/8/20",Jun 2020,5,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Blue Hole",2020-06-19,"BH 10 8","8","BH_8a","202006_BH_8a",1.2,"17/8/20",Jun 2020,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Blue Hole",2020-06-19,"BH 10 9","9","BH_9a","202006_BH_9a",2.41,"17/8/20",Jun 2020,4,13.4370833,144.6236666,69.5,84.2,"Slow","High","MM, MD, JP"
"Blue Hole",2020-06-19,"BH 10 10","10","BH_10a","202006_BH_10a",1.99,"17/8/20",Jun 2020,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Orote Point",2020-06-19,"OP NA EB","EB","OP_EBa","202006_OP_EBa",0.12,"17/8/20",Jun 2020,NA,NA,NA,NA,NA,"","",""
"Orote Point",2020-06-19,"OP 10 EC","EC","OP_ECa","202006_OP_ECa",0.04,"17/8/20",Jun 2020,0,NA,NA,NA,NA,"Moderate","Low","MM, MD, JP"
"Orote Point",2020-06-19,"OP 10 1","1","OP_1a","202006_OP_1a",1.95,"17/8/20",Jun 2020,4,13.4492833,144.6254667,63,84.5,"Moderate","Low","MM, MD, JP"
"Orote Point",2020-06-19,"OP 10 2","2","OP_2a","202006_OP_2a",3.44,"17/8/20",Jun 2020,4,NA,NA,NA,NA,"Moderate","Low","MM, MD, JP"
"Orote Point",2020-06-19,"OP 10 3","3","OP_3a","202006_OP_3a",3.58,"17/8/20",Jun 2020,5,13.44935,144.6254333,51,84.5,"Moderate","Low","MM, MD, JP"
"Orote Point",2020-06-19,"OP 10 4","4","OP_4a","202006_OP_4a",2.34,"17/8/20",Jun 2020,4,NA,NA,NA,NA,"Moderate","Low","MM, MD, JP"
"Orote Point",2020-06-19,"OP 10 5","5","OP_5a","202006_OP_5a",2.51,"17/8/20",Jun 2020,4,NA,NA,NA,NA,"Moderate","Low","MM, MD, JP"
"Orote Point",2020-06-19,"OP 10 6","6","OP_6a","202006_OP_6a",3.1,"17/8/20",Jun 2020,4,13.4494833,144.62535,76,84.5,"Moderate","Low","MM, MD, JP"
"Orote Point",2020-06-19,"OP 10 7","7","OP_7a","202006_OP_7a",3.79,"17/8/20",Jun 2020,5,NA,NA,NA,NA,"Moderate","Low","MM, MD, JP"
"Orote Point",2020-06-19,"OP 10 8","8","OP_8a","202006_OP_8a",2.42,"17/8/20",Jun 2020,4,NA,NA,NA,NA,"Moderate","Low","MM, MD, JP"
"Orote Point",2020-06-19,"OP 10 9","9","OP_9a","202006_OP_9a",2.83,"17/8/20",Jun 2020,4,13.4494667,144.6252,64,84.5,"Moderate","Low","MM, MD, JP"
"Orote Point",2020-06-19,"OP 10 10","10","OP_10a","202006_OP_10a",2.21,"17/8/20",Jun 2020,5,NA,NA,NA,NA,"Moderate","Low","MM, MD, JP"
"Sasa Bay",2020-07-24,"SB NA EB","EB","SB_EBa","202007_SB_EBa",0.29,"24/8/20",Jul 2020,NA,NA,NA,NA,NA,"","",""
"Sasa Bay",2020-07-24,"SB 10 EC","EC","SB_ECa","202007_SB_ECa",0.03,"24/8/20",Jul 2020,1,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Sasa Bay",2020-07-24,"SB 10 1","1","SB_1a","202007_SB_1a",18.36,"24/8/20",Jul 2020,4,13.4495833,144.67405,40,85.5,"Slow","High","MM, MD, JP"
"Sasa Bay",2020-07-24,"SB 10 2","2","SB_2a","202007_SB_2a",20.73,"24/8/20",Jul 2020,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
